	wl	a_mean	a_std	a_median	a_IQR
0	412.0	44.3897099731	1.82187076761	44.19908	2.28465
1	440.0	31.7685059677	1.8977326956	31.652675	2.539345
2	488.0	20.2270912903	1.87090278985	19.95329	2.5392325
3	510.0	17.4419319086	2.02937384933	17.20304	2.7786125
4	532.0	15.193190457	1.95385159772	15.128605	2.5180725
5	555.0	13.7227603226	2.01321945672	13.67311	3.10872
6	650.0	9.74804532258	1.97182498845	9.82609	2.827255
7	676.0	9.03628973118	1.85659569167	8.88468	2.386945
8	715.0	7.9447761828	2.00486423888	8.015605	2.925335
