	wl	c_mean	c_std	c_median	c_IQR
0	412.0	4.13490083333	0.010750557033	4.13494	0.0135775
1	440.0	2.5473334596	0.0100921634419	2.547415	0.01156
2	488.0	1.37179810606	0.00877860394881	1.371545	0.009235
3	510.0	1.08060623737	0.00793157584765	1.080385	0.00836
4	532.0	0.927648358586	0.0078175660418	0.92766	0.0087325
5	555.0	0.735542550505	0.00753302308304	0.735055	0.009185
6	650.0	0.407084974747	0.0064638251989	0.407155	0.00761
7	676.0	0.371099469697	0.00601876941639	0.37087	0.0077325
8	715.0	0.320585808081	0.0060376908658	0.32068	0.0075775
